role,company
https://www.linkedin.com//in/joeyslater/,microsoft
https://www.linkedin.com//in/ian-o-gara-921927/,microsoft
https://www.linkedin.com//in/maria-ferreira-1b2aa71b/,microsoft
https://www.linkedin.com//in/smp15/,microsoft
https://www.linkedin.com//in/fabianadafnecifone/,microsoft
https://www.linkedin.com//in/amygardener/,microsoft
https://www.linkedin.com//in/chandrikajain/,microsoft
https://www.linkedin.com//in/sakina-syed/,microsoft
https://www.linkedin.com//in/ido-shinberger/,microsoft
https://www.linkedin.com//in/lauraemonaghan/,microsoft
https://www.linkedin.com//in/jonathansimkins/,microsoft
https://www.linkedin.com//in/jdmeier/,microsoft
https://www.linkedin.com//in/jorishaverkort/,microsoft
https://www.linkedin.com//in/beatriz-vega-garre/,microsoft
https://www.linkedin.com//in/eduardoarturoayllonopazo/,microsoft
https://www.linkedin.com//in/robyn-dunn-jerard-47377757/,microsoft
https://www.linkedin.com//in/alyssa-cooper/,microsoft
https://www.linkedin.com//in/sujeetk-programmanager/,microsoft
https://www.linkedin.com//in/fernandoreyesgonzalez/,microsoft
https://www.linkedin.com//in/devagnanam/,microsoft
https://www.linkedin.com//in/stevenstokmans/,microsoft
https://www.linkedin.com//in/shilpiagrawal/,microsoft
https://www.linkedin.com//in/torsten-steingrimsson-8b494a66/,microsoft
https://www.linkedin.com//in/ravimundhe/,microsoft
https://www.linkedin.com//in/stephen-lowe-098aa324/,microsoft
https://www.linkedin.com//in/vilawan-withoonsomboon-1278299/,microsoft
https://www.linkedin.com//in/marcashbrook/,microsoft
https://www.linkedin.com//in/kazshinkai/,microsoft
https://www.linkedin.com//in/srajagopalan17/,microsoft
https://www.linkedin.com//in/robertmfeldmann/,microsoft
https://www.linkedin.com//in/hollyanneevans/,microsoft
https://www.linkedin.com//in/gabriela-delagarza-1872971/,microsoft
https://www.linkedin.com//in/kmshea/,microsoft
https://www.linkedin.com//in/stephanie-mitri-80a23a5a/,microsoft
https://www.linkedin.com//in/nitinsaxena/,microsoft
https://www.linkedin.com//in/jamesspearman/,microsoft
https://www.linkedin.com//in/joerghambueckers/,microsoft
https://www.linkedin.com//in/fahad-modak-41143a11/,microsoft
https://www.linkedin.com//in/thetechgrandma/,microsoft
https://www.linkedin.com//in/matrixz83/,microsoft
https://www.linkedin.com//in/terence-frederick-45292283/,microsoft
https://www.linkedin.com//in/dalebjose/,microsoft
https://www.linkedin.com//in/melaniecollettiwilliams/,microsoft
https://www.linkedin.com//in/dagboye/,microsoft
https://www.linkedin.com//in/roseannohare/,microsoft
https://www.linkedin.com//in/james-lear/,microsoft
https://www.linkedin.com//in/guillaumerossi/,microsoft
https://www.linkedin.com//in/nadia-savodivker-16807a45/,microsoft
https://www.linkedin.com//in/davidasl/,microsoft
https://www.linkedin.com//in/manuel-pardavila/,microsoft
https://www.linkedin.com//in/amycampbell/,microsoft
https://www.linkedin.com//in/arunagnz/,microsoft
https://www.linkedin.com//in/annabel-mair-361867178/,microsoft
https://www.linkedin.com//in/ellen-rhodes-3869756/,microsoft
https://www.linkedin.com//in/marc-gigon/,microsoft
https://www.linkedin.com//in/yilinglaisg/,microsoft
https://www.linkedin.com//in/davidjohnkerr/,microsoft
https://www.linkedin.com//in/rociodiazs/,microsoft
https://www.linkedin.com//in/nenianand/,microsoft
https://www.linkedin.com//in/ingrid-larsen-dihle/,microsoft
https://www.linkedin.com//in/rajalakshmi-r-bab14657/,microsoft
https://www.linkedin.com//in/patricia-gamez-galvez-marketing-sales/,microsoft
https://www.linkedin.com//in/bart-bohnenn-0763132/,microsoft
https://www.linkedin.com//in/thsering-angmo-025200212/,microsoft
https://www.linkedin.com//in/kalrach/,microsoft
https://www.linkedin.com//in/gaurav-rawal-41386b16/,microsoft
https://www.linkedin.com//in/sunil-r/,microsoft
https://www.linkedin.com//in/khaled-elshabrawy/,microsoft
https://www.linkedin.com//in/petrapacius/,microsoft
https://www.linkedin.com//in/ericmazieres/,microsoft
https://www.linkedin.com//in/andreacoluccio/,microsoft
https://www.linkedin.com//in/andy-koh-singapore/,microsoft
https://www.linkedin.com//in/richmondwaller/,microsoft
https://www.linkedin.com//in/ruedipold/,microsoft
https://www.linkedin.com//in/chee-sing-chen-bb9921/,microsoft
https://www.linkedin.com//in/jipsonantony/,microsoft
https://www.linkedin.com//in/prabhagopikannan/,microsoft
https://www.linkedin.com//in/fevillegasg/,microsoft
https://www.linkedin.com//in/mayank-kapur-a80234115/,microsoft
https://www.linkedin.com//in/ritika-adlakha/,microsoft
https://www.linkedin.com//in/kelseykaul/,microsoft
https://www.linkedin.com//in/mariaviitaniemi/,microsoft
https://www.linkedin.com//in/elizabeth-willmott-26b9734/,microsoft
https://www.linkedin.com//in/alessandrapistoia/,microsoft
https://www.linkedin.com//in/tracypicon/,microsoft
https://www.linkedin.com//in/wendyfrodyma/,microsoft
https://www.linkedin.com//in/lily-cui/,microsoft
https://www.linkedin.com//in/guada-casuso/,microsoft
https://www.linkedin.com//in/aspenmurray/,microsoft
https://www.linkedin.com//in/aditi-khazanchi/,microsoft
https://www.linkedin.com//in/athulyaramamoorthy/,microsoft
https://www.linkedin.com//in/nikol-vladinska/,microsoft
https://www.linkedin.com//in/remko-de-lange-phd-geography/,microsoft
https://www.linkedin.com//in/alexanderlosbichler/,microsoft
https://www.linkedin.com//in/rebekahtiberio/,microsoft
https://www.linkedin.com//in/layal-mahfoud/,microsoft
https://www.linkedin.com//in/shelly-bakke-8b618a69/,microsoft
https://www.linkedin.com//in/rae-lyon-6358174/,microsoft
https://www.linkedin.com//in/vai-potnis/,microsoft
https://www.linkedin.com//in/fatma-yokus-04992b216/,microsoft
https://www.linkedin.com//in/tim-allen-syd/,microsoft
https://www.linkedin.com//in/bamvenkatesh/,microsoft
https://www.linkedin.com//in/talithahaller/,microsoft
https://www.linkedin.com//in/ritesh-kini-6135181/,microsoft
https://www.linkedin.com//in/marleygray/,microsoft
https://www.linkedin.com//in/savascizmeci/,microsoft
https://www.linkedin.com//in/sumeet-agrawal-b6598633/,microsoft
https://www.linkedin.com//in/abiodun-victoria-osunkoya/,microsoft
https://www.linkedin.com//in/priscyla/,microsoft
https://www.linkedin.com//in/lorenz-kupfer-785189114/,microsoft
https://www.linkedin.com//in/delphineclement/,microsoft
https://www.linkedin.com//in/jimkilroy/,microsoft
https://www.linkedin.com//in/chiamaka-ereghan-mba-385700183/,microsoft
https://www.linkedin.com//in/stacyesmith/,microsoft
https://www.linkedin.com//in/bonnielei/,microsoft
https://www.linkedin.com//in/iulia-andreea-bolea-07681871/,microsoft
https://www.linkedin.com//in/emily-thomas-watt-36138016/,microsoft
https://www.linkedin.com//in/zhifeng-jeff-chen-64a2793a/,microsoft
https://www.linkedin.com//in/anamariastrimbeanu/,microsoft
https://www.linkedin.com//in/bethworrall/,microsoft
https://www.linkedin.com//in/maxime-nann/,microsoft
https://www.linkedin.com//in/ladina-caduff/,microsoft
https://www.linkedin.com//in/vedam/,microsoft
https://www.linkedin.com//in/yanshirley/,microsoft
https://www.linkedin.com//in/prerita-agarwal/,microsoft
https://www.linkedin.com//in/rene-delbe/,microsoft
https://www.linkedin.com//in/brittany-gardhouse-4bb32b39/,microsoft
https://www.linkedin.com//in/joanngarbin/,microsoft
https://www.linkedin.com//in/lukaszfoks/,microsoft
https://www.linkedin.com//in/katie-savage-388662155/,microsoft
https://www.linkedin.com//in/jessicalam9/,microsoft
https://www.linkedin.com//in/renegroot/,microsoft
https://www.linkedin.com//in/suhana-khiani-9094051b9/,microsoft
https://www.linkedin.com//in/vaughanknight/,microsoft
https://www.linkedin.com//in/bbrown550/,microsoft
https://www.linkedin.com//in/marcela-ibarra/,microsoft
https://www.linkedin.com//in/carolina-steffen/,microsoft
https://www.linkedin.com//in/isabel-richter/,microsoft
https://www.linkedin.com//in/julienbaudet/,microsoft
https://www.linkedin.com//in/jim-hanna-26aaa69/,microsoft
https://www.linkedin.com//in/zoedaviesiot/,microsoft
https://www.linkedin.com//in/kathleen-ko-5746422/,microsoft
https://www.linkedin.com//in/enricogebauer/,microsoft
https://www.linkedin.com//in/ephib/,microsoft
https://www.linkedin.com//in/mark-belfield-0831b755/,microsoft
https://www.linkedin.com//in/giuliatardani/,microsoft
https://www.linkedin.com//in/yenweizheng/,microsoft
https://www.linkedin.com//in/maxwell-scott-63428643/,microsoft
https://www.linkedin.com//in/niasvahdat/,microsoft
https://www.linkedin.com//in/jvanhees8/,microsoft
https://www.linkedin.com//in/ivoryhargrove/,microsoft
https://www.linkedin.com//in/kellybennett/,microsoft
https://www.linkedin.com//in/brian-marrs/,microsoft
https://www.linkedin.com//in/lnguyen11/,microsoft
https://www.linkedin.com//in/deydebasmita/,microsoft
https://www.linkedin.com//in/agata-firlej/,microsoft
https://www.linkedin.com//in/damipeoladiyun/,microsoft
https://www.linkedin.com//in/liesbeth-andries/,microsoft
https://www.linkedin.com//in/ninoskaamo/,microsoft
https://www.linkedin.com//in/sushmithanannuru/,microsoft
https://www.linkedin.com//in/carmen-elena-ferreyra-palomino/,microsoft
https://www.linkedin.com//in/jenniic/,microsoft
https://www.linkedin.com//in/eqfrey/,microsoft
https://www.linkedin.com//in/catherinejceresa/,microsoft
https://www.linkedin.com//in/elizaroberts/,microsoft
https://www.linkedin.com//in/a-h-4561a1177/,microsoft
https://www.linkedin.com//in/arvindhprakash/,microsoft
https://www.linkedin.com//in/govindabachani/,microsoft
https://www.linkedin.com//in/annemarie-costeris-3452b92/,microsoft
https://www.linkedin.com//in/jameybaumgardt/,microsoft
https://www.linkedin.com//in/cuneytgok/,microsoft
https://www.linkedin.com//in/roger-lindvall/,microsoft
https://www.linkedin.com//in/paigetinker/,microsoft
https://www.linkedin.com//in/christophmazur/,microsoft
https://www.linkedin.com//in/sanjeevkumarprofile/,microsoft
https://www.linkedin.com//in/andrew-de-rozairo-85a333/,microsoft
https://www.linkedin.com//in/victoriasarahoakes/,microsoft
https://www.linkedin.com//in/andreea-corina-milosoiu/,microsoft
https://www.linkedin.com//in/purnitamane/,microsoft
https://www.linkedin.com//in/ernstgouws/,microsoft
https://www.linkedin.com//in/tia-hansen-606b538/,microsoft
https://www.linkedin.com//in/emma-o-9355a750/,microsoft
https://www.linkedin.com//in/ssallman/,microsoft
https://www.linkedin.com//in/michael-ellis-82b4566a/,microsoft
https://www.linkedin.com//in/zainabalamin/,microsoft
https://www.linkedin.com//in/aaron-bilyeu-8362724/,microsoft
https://www.linkedin.com//in/mark-leveck-4a253212/,microsoft
https://www.linkedin.com//in/jonguidroz/,microsoft
https://www.linkedin.com//in/andreeacalbeaza/,microsoft
https://www.linkedin.com//in/gaurrishabh/,microsoft
https://www.linkedin.com//in/lmyrvold/,microsoft
https://www.linkedin.com//in/saegye/,microsoft
https://www.linkedin.com//in/melody-na/,microsoft
https://www.linkedin.com//in/jwilmouth/,microsoft
https://www.linkedin.com//in/astridaupperle/,microsoft
https://www.linkedin.com//in/jaudreylee/,microsoft
https://www.linkedin.com//in/kritihedau18/,microsoft
https://www.linkedin.com//in/alexisapostol/,microsoft
https://www.linkedin.com//in/sofia-joison/,microsoft
https://www.linkedin.com//in/akshay-seepala/,microsoft
https://www.linkedin.com//in/johngilles/,microsoft
https://www.linkedin.com//in/vramo/,microsoft
https://www.linkedin.com//in/sonalaxmisarkar/,microsoft
https://www.linkedin.com//in/arfon/,microsoft
https://www.linkedin.com//in/juhapekkahuhtiniemi/,microsoft
https://www.linkedin.com//in/nurbernhardt/,microsoft
https://www.linkedin.com//in/alsagob/,microsoft
https://www.linkedin.com//in/giovanna-dughera/,microsoft
https://www.linkedin.com//in/csattaluri/,microsoft
https://www.linkedin.com//in/stamatiskasmas/,microsoft
https://www.linkedin.com//in/afdebbas/,microsoft
https://www.linkedin.com//in/diego-micheletti-90108711/,microsoft
https://www.linkedin.com//in/elizabethholleman/,microsoft
https://www.linkedin.com//in/danielfig/,microsoft
https://www.linkedin.com//in/howegu/,microsoft
https://www.linkedin.com//in/thorsten-heuberger/,microsoft
https://www.linkedin.com//in/eugenegti/,microsoft
https://www.linkedin.com//in/lpolloni/,microsoft
https://www.linkedin.com//in/avrileklund/,microsoft
https://www.linkedin.com//in/chris-hagen1808/,microsoft
https://www.linkedin.com//in/jade-jacobs-pmp-55731a2b/,microsoft
https://www.linkedin.com//in/charleseales/,microsoft
https://www.linkedin.com//in/jonathandavid16/,microsoft
https://www.linkedin.com//in/sandrinelouvel/,microsoft
https://www.linkedin.com//in/adriana-rizzo-74840a18/,microsoft
https://www.linkedin.com//in/hemanand/,microsoft
https://www.linkedin.com//in/marina-sigidina-1a18099/,microsoft
https://www.linkedin.com//in/kate-margaret-barnes-28607527/,microsoft
https://www.linkedin.com//in/pri2agarwalz/,microsoft
https://www.linkedin.com//in/bdachepalli/,microsoft
https://www.linkedin.com//in/saragillians/,microsoft
https://www.linkedin.com//in/sebastianlancestremere/,microsoft
https://www.linkedin.com//in/liquanjia/,microsoft
https://www.linkedin.com//in/sharon-thompson-9527431/,microsoft
https://www.linkedin.com//in/neo-nchabeleng-b5253186/,microsoft
https://www.linkedin.com//in/bridgette-s-5b01b22b/,microsoft
https://www.linkedin.com//in/navin-sathi-9b0a392/,microsoft
https://www.linkedin.com//in/candy-liu-5a47214/,microsoft
https://www.linkedin.com//in/mathieu-berthelon-2b812020/,microsoft
https://www.linkedin.com//in/aoife-o-moore-cdcep-cdcsp-cdcap-0163a021/,microsoft
https://www.linkedin.com//in/sofya-shinkareva-97a51619/,microsoft
https://www.linkedin.com//in/joyce-herward/,microsoft
https://www.linkedin.com//in/tracylagasse/,microsoft
https://www.linkedin.com//in/clara-mariapaskah-0744b4a3/,microsoft
https://www.linkedin.com//in/mary-moiceanu-35aa5516/,microsoft
https://www.linkedin.com//in/hbindra/,microsoft
https://www.linkedin.com//in/kiran-hayes-01470376/,microsoft
https://www.linkedin.com//in/adidwivedi/,microsoft
https://www.linkedin.com//in/jenna-schwartz-5ab292127/,microsoft
https://www.linkedin.com//in/anjanak/,microsoft
https://www.linkedin.com//in/lindaywu/,microsoft
https://www.linkedin.com//in/anna-matusewicz/,microsoft
https://www.linkedin.com//in/sreenivasa-reddy-0bab43/,microsoft
https://www.linkedin.com//in/samar-deen-phd-2064389/,microsoft
https://www.linkedin.com//in/emma-burns-24539737/,microsoft
https://www.linkedin.com//in/srishty-shaleen/,microsoft
https://www.linkedin.com//in/ahillman/,microsoft
https://www.linkedin.com//in/pippafinlayson/,microsoft
https://www.linkedin.com//in/kevintan250/,microsoft
https://www.linkedin.com//in/monicaerodriguez/,microsoft
https://www.linkedin.com//in/cecil-wilson-2560287/,microsoft
https://www.linkedin.com//in/angelamicocci/,microsoft
https://www.linkedin.com//in/joevarrasso/,microsoft
https://www.linkedin.com//in/berwind/,microsoft
https://www.linkedin.com//in/keatnuxsuo/,microsoft
https://www.linkedin.com//in/crisluthy/,microsoft
https://www.linkedin.com//in/emilyfishkind/,microsoft
